,datetime,open,high,low,close,volume,ema_23,ema_53
0,2019-04-25T00:00:00+05:30,1232.0,1259.8,1230.05,1246.25,360981,,
1,2019-04-26T00:00:00+05:30,1243.0,1254.9,1226.3,1239.2,242464,,
2,2019-04-30T00:00:00+05:30,1239.8,1248.0,1205.1,1216.5,336375,,
3,2019-05-02T00:00:00+05:30,1217.0,1224.9,1153.8,1194.55,1083586,,
4,2019-05-03T00:00:00+05:30,1194.55,1212.55,1183.3,1199.3,347353,,
5,2019-05-06T00:00:00+05:30,1170.35,1205.85,1170.35,1190.3,225661,,
6,2019-05-07T00:00:00+05:30,1195.5,1199.1,1152.35,1164.95,320142,,
7,2019-05-08T00:00:00+05:30,1156.0,1183.6,1152.0,1170.3,246581,,
8,2019-05-09T00:00:00+05:30,1165.0,1199.0,1157.1,1169.6,310077,,
9,2019-05-10T00:00:00+05:30,1176.15,1196.5,1167.65,1186.55,173882,,
10,2019-05-13T00:00:00+05:30,1186.95,1192.95,1161.2,1172.3,200737,,
11,2019-05-14T00:00:00+05:30,1175.9,1175.9,1130.0,1142.5,625364,,
12,2019-05-15T00:00:00+05:30,1148.2,1161.0,1147.05,1156.45,235916,,
13,2019-05-16T00:00:00+05:30,1161.9,1161.9,1112.15,1136.45,505445,,
14,2019-05-17T00:00:00+05:30,1136.45,1159.2,1132.3,1141.2,270312,,
15,2019-05-20T00:00:00+05:30,1158.05,1206.9,1158.05,1198.3,326706,,
16,2019-05-21T00:00:00+05:30,1196.0,1215.0,1165.1,1172.7,253823,,
17,2019-05-22T00:00:00+05:30,1177.7,1179.0,1154.0,1162.95,221323,,
18,2019-05-23T00:00:00+05:30,1193.0,1193.0,1143.35,1150.1,222973,,
19,2019-05-24T00:00:00+05:30,1159.75,1188.5,1155.5,1170.5,257237,,
20,2019-05-27T00:00:00+05:30,1177.5,1212.9,1175.15,1198.8,294036,,
21,2019-05-28T00:00:00+05:30,1200.0,1209.45,1181.0,1190.8,512288,,
22,2019-05-29T00:00:00+05:30,1191.5,1209.0,1173.3,1203.3,278890,1181.4717391304348,
23,2019-05-30T00:00:00+05:30,1211.95,1234.5,1192.5,1203.0,1087194,1183.2657608695652,
