,datetime,open,high,low,close,volume,ema_23,ema_53
0,2019-05-06T00:00:00+05:30,1170.35,1205.85,1152.0,1186.55,1276343,,
1,2019-05-13T00:00:00+05:30,1186.95,1192.95,1112.15,1141.2,1837774,,
2,2019-05-20T00:00:00+05:30,1158.05,1215.0,1143.35,1170.5,1282062,,
3,2019-05-27T00:00:00+05:30,1177.5,1266.9,1173.3,1238.8,3515001,,
4,2019-06-03T00:00:00+05:30,1243.0,1406.0,1243.0,1398.2,8333139,,
5,2019-06-10T00:00:00+05:30,1400.0,1402.5,1355.5,1370.6,2809113,,
6,2019-06-17T00:00:00+05:30,1379.0,1404.2,1338.0,1348.25,3365909,,
7,2019-06-24T00:00:00+05:30,1353.9,1382.0,1292.6,1359.2,4432764,,
8,2019-07-01T00:00:00+05:30,1363.0,1386.6,1301.95,1306.65,2166967,,
9,2019-07-08T00:00:00+05:30,1296.1,1368.0,1290.55,1363.25,3765769,,
10,2019-07-15T00:00:00+05:30,1371.0,1427.0,1360.9,1373.45,3918946,,
11,2019-07-22T00:00:00+05:30,1373.65,1389.0,1314.0,1363.05,1680167,,
12,2019-07-29T00:00:00+05:30,1363.05,1381.5,1275.0,1310.2,2573901,,
13,2019-08-05T00:00:00+05:30,1303.7,1371.0,1287.25,1358.8,1531552,,
14,2019-08-13T00:00:00+05:30,1358.8,1487.0,1311.9,1470.6,7388039,,
15,2019-08-19T00:00:00+05:30,1470.6,1508.95,1425.0,1440.85,4496196,,
16,2019-08-26T00:00:00+05:30,1444.0,1542.45,1422.55,1508.15,3886264,,
17,2019-09-03T00:00:00+05:30,1496.0,1536.45,1484.8,1500.2,2035124,,
18,2019-09-09T00:00:00+05:30,1500.0,1579.7,1430.6,1458.15,9627315,,
19,2019-09-16T00:00:00+05:30,1455.0,1475.0,1393.0,1469.35,3535229,,
20,2019-09-23T00:00:00+05:30,1490.0,1519.0,1394.1,1400.55,2617605,,
21,2019-09-30T00:00:00+05:30,1404.4,1422.5,1348.55,1400.45,2369228,,
22,2019-10-07T00:00:00+05:30,1409.2,1454.8,1397.55,1448.1,2140686,1364.5695652173913,
23,2019-10-14T00:00:00+05:30,1457.15,1531.0,1444.8,1507.85,2694789,1376.5096014492754,
24,2019-10-22T00:00:00+05:30,1502.0,1543.3,1502.0,1529.65,1476802,1389.2713013285024,
