,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
6990,517447,RSSOFTWARE,RSSOFTWARE,,-1.0,1,,BSE,5.0
6991,955174,795SPTL26,795SPTL26,,-1.0,1,,BSE,1.0
6992,532772,DCBBANK,DCBBANK,,-1.0,1,,BSE,5.0
6993,539098,FILTRA,FILTRA,,-1.0,9000,,BSE,1.0
6994,533273,OBEROIRLTY,OBEROIRLTY,,-1.0,1,,BSE,5.0
6995,532678,BRFL,BRFL,,-1.0,1,,BSE,1.0
6996,500207,INDORAMA,INDORAMA,,-1.0,1,,BSE,5.0
6997,958837,805HDFCL22,805HDFCL22,,-1.0,1,,BSE,1.0
6998,540612,ICICILOVOL,ICICILOVOL,,-1.0,1,,BSE,1.0
6999,936304,0KFL22D,0KFL22D,,-1.0,1,,BSE,1.0
7000,505320,LYNMC,LYNMC,,-1.0,1,,BSE,5.0
7001,542995,UTMTFS1DHP,UTMTFS1DHP,,-1.0,1,,BSE,1.0
7002,532341,IZMO,IZMO,,-1.0,1,,BSE,5.0
7003,948486,1020RCL22I,1020RCL22I,,-1.0,1,,BSE,1.0
7004,957711,94FEL23,94FEL23,,-1.0,1,,BSE,1.0
7005,955838,EFCLC4C701A,EFCLC4C701A,,-1.0,10,,BSE,1.0
7006,720553,KSL090421,KSL090421,,-1.0,1,,BSE,1.0
7007,800063,CG1385S9606,CG1385S9606,,-1.0,10,,BSE,5.0
7008,949542,109MFL2023A,109MFL2023A,,-1.0,1,,BSE,1.0
7009,515127,RAMASIGNS,RAMASIGNS,,-1.0,1,,BSE,1.0
7010,543069,IPRU3422,IPRU3422,,-1.0,1,,BSE,1.0
7011,800293,895FCI29,895FCI29,,-1.0,10,,BSE,5.0
7012,720552,IILWM8APR21,IILWM8APR21,,-1.0,1,,BSE,1.0
7013,720316,N18MI26221,N18MI26221,,-1.0,1,,BSE,1.0
7014,804405,182TB120821,182TB120821,,-1.0,10,,BSE,5.0
7015,956694,12BRPL21,12BRPL21,,-1.0,1000000,,BSE,1.0
7016,960029,840MITL25,840MITL25,,-1.0,1,,BSE,1.0
7017,959049,5JCL23,5JCL23,,-1.0,1,,BSE,1.0
7018,960035,14SSFL22,14SSFL22,,-1.0,1,,BSE,1.0
7019,540923,AML,AML,,-1.0,6000,,BSE,1.0
7020,508807,ISTLTD,ISTLTD,,-1.0,1,,BSE,5.0
