,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
19534,128471,ZEEL29JUL21135CE,ZEEL,29JUL2021,13500.0,3000,OPTSTK,NFO,5.0
19535,118624,PEL27MAY211900PE,PEL,27MAY2021,190000.0,275,OPTSTK,NFO,5.0
19536,93751,JSWSTEEL24JUN21465CE,JSWSTEEL,24JUN2021,46500.0,1350,OPTSTK,NFO,5.0
19537,116546,TECHM29JUL211220CE,TECHM,29JUL2021,122000.0,600,OPTSTK,NFO,5.0
19538,67189,HCLTECH29JUL21660CE,HCLTECH,29JUL2021,66000.0,700,OPTSTK,NFO,5.0
19539,89821,GODREJPROP24JUN211640CE,GODREJPROP,24JUN2021,164000.0,650,OPTSTK,NFO,5.0
19540,66647,ASIANPAINT27MAY212920CE,ASIANPAINT,27MAY2021,292000.0,300,OPTSTK,NFO,5.0
19541,78872,CUMMINSIND27MAY211040CE,CUMMINSIND,27MAY2021,104000.0,600,OPTSTK,NFO,5.0
19542,93892,JUBLFOOD24JUN213300PE,JUBLFOOD,24JUN2021,330000.0,250,OPTSTK,NFO,5.0
19543,59165,BOSCHLTD29JUL2114250CE,BOSCHLTD,29JUL2021,1425000.0,50,OPTSTK,NFO,5.0
19544,57748,BALKRISIND29JUL212300PE,BALKRISIND,29JUL2021,230000.0,400,OPTSTK,NFO,5.0
19545,104159,NMDC27MAY21210PE,NMDC,27MAY2021,21000.0,6700,OPTSTK,NFO,5.0
19546,61893,BAJAJFINSV24JUN219600PE,BAJAJFINSV,24JUN2021,960000.0,125,OPTSTK,NFO,5.0
19547,101779,MARICO29JUL21460PE,MARICO,29JUL2021,46000.0,2000,OPTSTK,NFO,5.0
19548,97776,ITC27MAY21217.5PE,ITC,27MAY2021,21750.0,3200,OPTSTK,NFO,5.0
19549,123704,ZEEL27MAY21135PE,ZEEL,27MAY2021,13500.0,3000,OPTSTK,NFO,5.0
19550,82143,EXIDEIND24JUN21135CE,EXIDEIND,24JUN2021,13500.0,3600,OPTSTK,NFO,5.0
